Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,fertilizer dose for black gram?,25 kg N + 50 kg SSP,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,11:04.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,according to meterological department -THIS WEEK WEATHER IS cloudy  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,20:55.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,according to meterological department -THIS WEEK WEATHER IS cloudy  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,20:55.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,28:37.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,28:37.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,TODAY WEATHER IS CLOUDY AND NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,46:27.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,TODAY WEATHER IS CLOUDY AND NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,46:27.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,16:59.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,16:59.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,RISOD                                             ,34:40.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,RISOD                                             ,34:40.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,41:03.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,41:03.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:25.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:25.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,KARANJA                                           ,05:54.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is mostly cloudy and no Possibility of Rainfall,MAHARASHTRA,WASHIM,KARANJA                                           ,05:54.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,RISOD                                             ,05:40.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,RISOD                                             ,05:40.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,42:35.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,42:35.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,06:50.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,06:50.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,18:36.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,18:36.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and no Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,58:32.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and no Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,58:32.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and     Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,04:15.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and     Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,04:15.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,08:21.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,08:21.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This Week Cloudy Weather light Rainfall Chances .,MAHARASHTRA,WASHIM,WASHIM                                            ,09:01.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This Week Cloudy Weather light Rainfall Chances .,MAHARASHTRA,WASHIM,WASHIM                                            ,09:01.4
KHARIF,AGRICULTURE,Others,Others,Government Schemes,asked about contact no. KVK wasim ?,"KRISHI VIGYAN KENDRA, 
AT- KARDA, PO - MOTHEGAON 
TAH. RISOD, 
Dist. Washim (Maharashtra)
PIN - 444 506 
Telephone : 07251-222260, 
Fax : 07251-222462, Mobile 7350205746",MAHARASHTRA,WASHIM,WASHIM                                            ,14:12.7
KHARIF,AGRICULTURE,Others,Others,Government Schemes,asked about contact no. KVK wasim ?,"KRISHI VIGYAN KENDRA, 
AT- KARDA, PO - MOTHEGAON 
TAH. RISOD, 
Dist. Washim (Maharashtra)
PIN - 444 506 
Telephone : 07251-222260, 
Fax : 07251-222462, Mobile 7350205746",MAHARASHTRA,WASHIM,WASHIM                                            ,14:12.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,16:20.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,16:20.7
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather no rainfall chances,MAHARASHTRA,WASHIM,MALEGAON                                          ,24:41.9
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather no rainfall chances,MAHARASHTRA,WASHIM,MALEGAON                                          ,24:41.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and no Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,29:23.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and no Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,29:23.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,KARANJA                                           ,19:35.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,KARANJA                                           ,19:35.8
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,WEED MANAGEMENT IN SUGARCANE ?,"SPRAY 2,4 D AMINE SALT 58% SL 40 ML + SENCOR (Metribuzin 70 WP) 30 GM /15 LITERS OF WATER",MAHARASHTRA,WASHIM,WASHIM                                            ,21:50.8
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,WEED MANAGEMENT IN SUGARCANE ?,"SPRAY 2,4 D AMINE SALT 58% SL 40 ML + SENCOR (Metribuzin 70 WP) 30 GM /15 LITERS OF WATER",MAHARASHTRA,WASHIM,WASHIM                                            ,21:50.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asked About SMS Activation ?,Your SMS Registration process successfully completed.,MAHARASHTRA,WASHIM,WASHIM                                            ,27:36.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asked About SMS Activation ?,Your SMS Registration process successfully completed.,MAHARASHTRA,WASHIM,WASHIM                                            ,27:36.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,35:45.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,WASHIM                                            ,35:45.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,MALEGAON                                          ,01:02.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,MALEGAON                                          ,01:02.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This Week Cloudy Weather light Rainfall Chances .,MAHARASHTRA,WASHIM,WASHIM                                            ,05:05.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This Week Cloudy Weather light Rainfall Chances .,MAHARASHTRA,WASHIM,WASHIM                                            ,05:05.4
KHARIF,HORTICULTURE,Vegetables,Cucumber,Seeds and Planting Material,VARIETIES OF CUCUMBER ?,VARIETIES OF CUCUMBER -HIMANGI PHULE SHUBHANGI POONA KHIRA SHEETAL PRIYA JK- MANALI JIPSY MOHINI,MAHARASHTRA,WASHIM,WASHIM                                            ,08:12.9
KHARIF,HORTICULTURE,Vegetables,Cucumber,Seeds and Planting Material,VARIETIES OF CUCUMBER ?,VARIETIES OF CUCUMBER -HIMANGI PHULE SHUBHANGI POONA KHIRA SHEETAL PRIYA JK- MANALI JIPSY MOHINI,MAHARASHTRA,WASHIM,WASHIM                                            ,08:12.9
JAYAD,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast ?,This Week Weather Is Cloudy Light Rainfall Chances.,MAHARASHTRA,WASHIM,KARANJA                                           ,27:33.0
JAYAD,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast ?,This Week Weather Is Cloudy Light Rainfall Chances.,MAHARASHTRA,WASHIM,KARANJA                                           ,27:33.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly cloudy and Possibility of light and medium  Rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,04:51.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly cloudy and Possibility of light and medium  Rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,04:51.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,11:37.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,11:37.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,38:32.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,38:32.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,46:16.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,46:16.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,MALEGAON                                          ,53:11.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,MALEGAON                                          ,53:11.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,WASHIM                                            ,04:29.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,WASHIM                                            ,04:29.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,KARANJA                                           ,07:42.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,KARANJA                                           ,07:42.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLEAR  NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,09:12.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLEAR  NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,09:12.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,24:32.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT  TO MEDIUM Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,24:32.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,24:45.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,24:45.3
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Nutrient Management,asked about fertilizer dose for soybean ?,fertilizer dose for soybean- Urea 14 kg + DAP 130 kg + potash 50 kg + sulphar 20 kg /hector,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,31:48.5
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Nutrient Management,asked about fertilizer dose for soybean ?,fertilizer dose for soybean- Urea 14 kg + DAP 130 kg + potash 50 kg + sulphar 20 kg /hector,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,31:48.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light possibility of rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,54:36.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light possibility of rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,54:36.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,MALEGAON                                          ,59:11.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES,MAHARASHTRA,WASHIM,MALEGAON                                          ,59:11.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,02:56.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,02:56.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:32.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"This week weather is cloudy,no possibility of Rainfall.",MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:32.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,04:09.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,04:09.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light  possibility of rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,07:53.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light  possibility of rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,07:53.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,15:00.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,WASHIM                                            ,15:00.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,KARANJA                                           ,28:45.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.,MAHARASHTRA,WASHIM,KARANJA                                           ,28:45.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and     Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,34:44.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and     Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,34:44.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,08:14.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,08:14.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,22:10.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,22:10.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,"According to the Meteorological Department, this week the atmosphere will be partly cloudy and there is no possibility of rainfall
Today's temperature is -25 degrees Celsius and maximum - 36 degrees Celsius",MAHARASHTRA,WASHIM,WASHIM                                            ,35:46.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,"According to the Meteorological Department, this week the atmosphere will be partly cloudy and there is no possibility of rainfall
Today's temperature is -25 degrees Celsius and maximum - 36 degrees Celsius",MAHARASHTRA,WASHIM,WASHIM                                            ,35:46.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MALEGAON                                          ,58:12.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,MALEGAON                                          ,58:12.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,Cloudy Weather  Rainfall Chances Today.,MAHARASHTRA,WASHIM,RISOD                                             ,14:17.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,Cloudy Weather  Rainfall Chances Today.,MAHARASHTRA,WASHIM,RISOD                                             ,14:17.5
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather no rainfall chances,MAHARASHTRA,WASHIM,MANORA                                            ,29:09.8
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather no rainfall chances,MAHARASHTRA,WASHIM,MANORA                                            ,29:09.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,30:35.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,30:35.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,44:37.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,44:37.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,50:28.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is CLOUDY and Possibility  light Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,50:28.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast?,Cloudy weather and rainfall chances.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,52:26.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast?,Cloudy weather and rainfall chances.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,52:26.9
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather light rainfall chances today,MAHARASHTRA,WASHIM,MANORA                                            ,56:19.7
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER INFORMATION ?,cloudy weather light rainfall chances today,MAHARASHTRA,WASHIM,MANORA                                            ,56:19.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week partially weather is CLOUDY and Possibility of LIGHT Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,13:11.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week partially weather is CLOUDY and Possibility of LIGHT Rainfall,MAHARASHTRA,WASHIM,MALEGAON                                          ,13:11.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,Cloudy Weather  Rainfall Chances Today.,MAHARASHTRA,WASHIM,WASHIM                                            ,21:13.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,Cloudy Weather  Rainfall Chances Today.,MAHARASHTRA,WASHIM,WASHIM                                            ,21:13.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,WASHIM                                            ,21:33.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS cloudy  possibility of rain,MAHARASHTRA,WASHIM,WASHIM                                            ,21:33.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,35:27.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,35:27.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT Rainfall.,MAHARASHTRA,WASHIM,KARANJA                                           ,51:38.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT Rainfall.,MAHARASHTRA,WASHIM,KARANJA                                           ,51:38.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week partially weather is CLOUDY and Possibility of LIGHT Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,54:25.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week partially weather is CLOUDY and Possibility of LIGHT Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,54:25.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANORA                                            ,58:08.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANORA                                            ,58:08.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,59:29.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,59:29.2
